title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
Gama Italy 专业沙龙陶瓷直发器 450ºF Sensi 渐进式直发器 百万离子玫瑰金双电压,Gama Italy 专业沙龙陶瓷直发器 450ºF Sensi 渐进式直发器 百万离子玫瑰金双电压,100,https://cf.shopee.com.br/file/br-11134207-81ztc-mjzwjeqxcm4g3a,http://shopee.com.br/product/1567189526/58254147334,美容工具,美发工具,IVCN2026032521573,228799107690,https://detail.1688.com/offer/744851981080.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,58254147334,100,高价品,,美发造型工具
3支装专业纳米离子发梳套装，适用于MQ Hair，尺寸分别为33毫米、43毫米和53毫米。,3支装专业纳米离子发梳套装，适用于MQ Hair，尺寸分别为33毫米、43毫米和53毫米。,18.85,https://cf.shopee.com.br/file/br-11134207-81zu4-mklhk6xvz4e83a,http://shopee.com.br/product/324611720/58205092260,美容工具,美发工具,IVCN2026032521575,228800079504,https://detail.1688.com/offer/873407141617.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,58205092260,18.85,高价品,,刷子和梳子
四合一USB充电式电动修剪器——剃须刀、腋毛修剪器、眉毛修剪器和面部毛发修剪器,四合一USB充电式电动修剪器——剃须刀、腋毛修剪器、眉毛修剪器和面部毛发修剪器,11.73,https://cf.shopee.com.br/file/sg-11134201-8262m-mkwpk945njlye8,http://shopee.com.br/product/1045150428/22494865146,美容工具,脱毛工具,IVCN2026032521577,228800500751,https://detail.1688.com/offer/994161292395.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,22494865146,11.73,高价品,,其他
豪华亚克力化妆品收纳盒，带抽屉、珠宝架、化妆品收纳盒和首饰盒,3个抽屉,18.6,https://cf.shopee.com.br/file/br-11134207-81zuk-mky0uiujikn431,http://shopee.com.br/product/395876087/22899027000,美容工具,化妆配件,IVCN202603303263,228800571885,https://detail.1688.com/offer/906919901447.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,22899027000,18.6,高价品,,化妆包和收纳盒
60簇/盒 20D 单根假睫毛套装 自然假睫毛 专业化妆假睫毛,10毫米D型卷曲,1.2,https://cf.shopee.com.br/file/cn-11134207-7qukw-lk52c06miqal87,http://shopee.com.br/product/955153845/19598433613,美容工具,化妆配件,IVCN2026032519432,229363604317,https://detail.1688.com/offer/576582880177.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,19598433613,1.2,中价品,,假睫毛
60簇/盒 20D 单根假睫毛套装 自然假睫毛 专业化妆假睫毛,9mm-D 卷曲,1.2,https://cf.shopee.com.br/file/cn-11134207-7qukw-lk52c06miqal87,http://shopee.com.br/product/955153845/19598433613,美容工具,化妆配件,IVCN2026032519432,229363604322,https://detail.1688.com/offer/576582880177.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,19598433613,1.2,中价品,,假睫毛
Fadvan Real 6D W 0.07 睫毛嫁接，8-15mm，专业，柔软，自然。,0.07-D，13毫米,2.23,https://cf.shopee.com.br/file/cn-11134207-7ras8-md42fkshitxnbd,http://shopee.com.br/product/711418084/23791198536,美容工具,化妆配件,IVCN2026032520997,229367139139,https://detail.1688.com/offer/900991189455.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,倒算价,3月30日,23791198536,2.23,中价品,,假睫毛
Fadvan Real 6D W 0.07 睫毛嫁接，8-15mm，专业，柔软，自然。,0.07-D，混合8-15毫米,6.94,https://cf.shopee.com.br/file/cn-11134207-7ras8-md42fkshitxnbd,http://shopee.com.br/product/711418084/23791198536,美容工具,化妆配件,IVCN2026032520997,229367139142,https://detail.1688.com/offer/897665118592.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,23791198536,6.94,高价品,,假睫毛
Fadvan 2卷睫毛延长胶带 医用级防水防过敏彩色,白色，2卷,5.6,https://cf.shopee.com.br/file/cn-11134207-7qukw-lgxasblxo19806,http://shopee.com.br/product/711418084/22291252302,美容工具,化妆配件,IVCN2026032521579,229368072683,https://detail.1688.com/offer/787305640333.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,3月30日,22291252302,5.6,高价品,,眼睑胶带和胶水
Britânia 吹风机，6 种风量组合，2100 瓦，BSC2000,127伏,39.9,https://cf.shopee.com.br/file/sg-11134201-8261n-mlij9q3j8ttv1d,http://shopee.com.br/product/811879342/22596095331,美容工具,美发工具,IVCN2026032521581,229374954136,https://detail.1688.com/offer/678835428532.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,22596095331,39.9,高价品,,吹风机
Umi 专业高级理发剪，精细打磨，801 系列,研磨，6.0 英寸,35,https://cf.shopee.com.br/file/br-11134207-7qukw-lj4xqpkdcku7a8,http://shopee.com.br/product/381505472/22691756322,美容工具,美发工具,IVCN2026032521583,229378584019,https://detail.1688.com/offer/628261298514.html?fromk,1688三档价,3月30日,22691756322,35,高价品,,无需加热的造型工具
Umi 专业高级理发剪，精细打磨，801 系列,剃须刀，5.5英寸,35,https://cf.shopee.com.br/file/br-11134207-7qukw-lj4xqpkd9rpbd1,http://shopee.com.br/product/381505472/22691756322,美容工具,美发工具,IVCN2026032521583,229378584020,https://detail.1688.com/offer/628261298514.html?fromk,1688三档价,3月30日,22691756322,35,高价品,,无需加热的造型工具
Umi 专业高级理发剪，精细打磨，801 系列,剃须刀，6.0 英寸,31,https://cf.shopee.com.br/file/br-11134207-7qukw-lj4xqpkd9rpbd1,http://shopee.com.br/product/381505472/22691756322,美容工具,美发工具,IVCN2026032521583,229378584021,https://detail.1688.com/offer/674010113541.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21078f4d17509272301548550e0f99&token=H9OsU6lS7BqnpALwCOuymz8lx7M2EnJ%2FGwDIRRMUNV%2FGsIRkEwLoAS0S71q9gYFp,1688三档价,3月30日,22691756322,31,高价品,,无需加热的造型工具
KIT 3 Topz 方形双面化妆棉，用于面部清洁，100 片装,KIT 3 Topz 方形双面化妆棉，用于面部清洁，100 片装,5.26,https://cf.shopee.com.br/file/sg-11134201-81zuu-mj0a3oqh20htec,http://shopee.com.br/product/516145066/21199048704,美容工具,化妆配件,IVCN2026032521588,229397498974,https://detail.1688.com/offer/715048878615.html?spm=a26352.b28411319.offerlist.7.55511e62WcQO4l&cosite=-&tracelog=p4p&_p_isad=1&clickid=f31adfff2b00431b875d4078a8b38f46&sessionid=37f9eec318deb505698f5aa52c442738&version=0,倒算价,3月30日,21199048704,5.26,高价品,,其他的
W 6D Decemars 埃及浓密型睫毛嫁接，睫毛嫁接，一根一根嫁接，超强化妆。,"0.07D,10",12.28,https://cf.shopee.com.br/file/sg-11134201-7rbm9-lnyo7ukiv99s41,http://shopee.com.br/product/1107106464/23197139212,美容工具,化妆配件,IVCN2026032521590,229397854489,https://detail.1688.com/offer/676376737574.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17739878160586478e0ef0&token=iCMKQA%2BuqNSt%2FQ007iW8o74N%2Bf5JaqPhINtdXZNmjp6bQzXWBGdYGaxwK2RJjFYf,倒算价,3月30日,23197139212,12.28,高价品,,假睫毛
Fadvan YY M 假睫毛，M 卷度，狐狸眼效果，美人鱼眼线,混合 8 或 12 毫米,5.35,https://cf.shopee.com.br/file/br-11134207-7r98o-m9j9of4zkdmq44,http://shopee.com.br/product/363297086/22192974046,美容工具,化妆配件,IVCN2026032521592,229403295813,https://detail.1688.com/offer/900221387261.html?spm=a26352.b28411319.offerlist.24.4ca31e62NG373d,倒算价,3月30日,22192974046,5.35,高价品,,假睫毛
电动USB自动化妆刷海绵清洗器，集清洗、烘干、收纳功能于一体，双电压,电动USB自动化妆刷海绵清洗器，集清洗、烘干、收纳功能于一体，双电压,2.52,https://cf.shopee.com.br/file/sg-11134201-8257z-mfvc2pn1aolo74,http://shopee.com.br/product/328666563/21199255322,美容工具,化妆配件,IVCN2026032521594,229404180999,https://detail.1688.com/offer/855748988407.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,21199255322,2.52,高价品,,化妆刷清洁剂
Umi 专业高级理发剪，精细打磨，801 系列,7英寸剃须刀,29,https://cf.shopee.com.br/file/br-11134207-7qukw-lj4xqpkd9rpbd1,http://shopee.com.br/product/381505472/22691756322,美容工具,美发工具,IVCN2026032521583,229404762036,https://detail.1688.com/offer/652064684862.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,22691756322,29,高价品,,无需加热的造型工具
Umi 专业高级理发剪，精细打磨，801 系列,激光，7英寸,29,https://cf.shopee.com.br/file/br-11134207-7qukw-lj4xqpkdb69r0d,http://shopee.com.br/product/381505472/22691756322,美容工具,美发工具,IVCN2026032521583,229404762038,https://detail.1688.com/offer/652064684862.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFOR2VLJCECTSSKVDVSNCEJFHUEV2HJJIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UIVHEEWCHGQZFIQ2NLJKEONKQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,1688三档价,3月30日,22691756322,29,高价品,,无需加热的造型工具
600支装闪粉棒涂抹刷，一次性闪粉唇彩和唇膏彩妆,600支装闪粉棒涂抹刷，一次性闪粉唇彩和唇膏彩妆,13.3,https://cf.shopee.com.br/file/br-11134207-7r98o-lx1jqgqfg2aaa0,http://shopee.com.br/product/1274089510/18699322481,美容工具,化妆配件,IVCN2026032521596,229405535259,https://detail.1688.com/offer/616641288622.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,18699322481,13.3,高价品,,化妆刷
32件套化妆刷套装，包含散粉刷、眼影刷、眼线刷和唇刷，带收纳盒 - GUI ANA,所以,1.68,https://cf.shopee.com.br/file/sg-11134201-7rdwi-lxcuj93dki8wc2,http://shopee.com.br/product/1299283009/18197741974,美容工具,化妆配件,IVCN2026032521598,229406143691,https://detail.1688.com/offer/606935161953.html,倒算价,3月30日,18197741974,1.68,高价品,,化妆刷
眼睑及睫毛嫁接保护凝胶垫,300 件（150 双）,17.52,https://cf.shopee.com.br/file/br-11134207-7r98o-lydoto3s58v932,http://shopee.com.br/product/419809235/21372419334,美容工具,化妆配件,IVCN2026032521600,229407245461,https://detail.1688.com/offer/548476132401.html?spm=a26352.b28411319.offerlist.1.49e81e62TnyR1o&cosite=-&tracelog=p4p&_p_isad=1&clickid=341780a2150e4f43935405a9cb28e2bb&sessionid=a2cee8ecbfd6cd3a11fbc9236d3df025,倒算价,3月30日,21372419334,17.52,高价品,,其他的
眼睑及睫毛嫁接保护凝胶垫,600 件（300 双）,46.37,https://cf.shopee.com.br/file/br-11134207-7r98o-lydoto3s6nfpff,http://shopee.com.br/product/419809235/21372419334,美容工具,化妆配件,IVCN2026032521600,229407245462,https://detail.1688.com/offer/548476132401.html?spm=a26352.b28411319.offerlist.1.49e81e62TnyR1o&cosite=-&tracelog=p4p&_p_isad=1&clickid=341780a2150e4f43935405a9cb28e2bb&sessionid=a2cee8ecbfd6cd3a11fbc9236d3df025,倒算价,3月30日,21372419334,46.37,高价品,,其他的
Sobelle 强力睫毛嫁接胶水 3ml，打造狐狸眼效果,Sobelle 强力睫毛嫁接胶水 3ml，打造狐狸眼效果,3,https://cf.shopee.com.br/file/br-11134207-81z1k-me8qyfk177r516,http://shopee.com.br/product/960934116/22097713289,美容工具,化妆配件,IVCN2026032521603,229407771229,https://detail.1688.com/offer/655075923114.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,3月30日,22097713289,3,高价品,,眼睑胶带和胶水
Decemars W4D 棕色假睫毛，0.07毫米，D卷度。,混合 8 或 12 毫米,19.28,https://cf.shopee.com.br/file/sg-11134201-7rdwa-lz14a37ck2usb3,http://shopee.com.br/product/363297086/21997794074,美容工具,化妆配件,IVCN2026032521605,229408167871,https://detail.1688.com/offer/663852836442.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917538598589842241e10ad&token=xMxBUTMsicVc%2BGATKV4MxDJel7C%2FcyS2jBaE6RMHmB8jQDp8r6HZ8FUmVNHe36UB,倒算价,3月30日,21997794074,19.28,高价品,,假睫毛
套装包含 2 把完美美发闪光耐热梳，可辅助专业吹风机使用,随机颜色,15.9,https://cf.shopee.com.br/file/br-11134207-7r98o-mb4c81pe301lb3,http://shopee.com.br/product/1343196864/22597842472,美容工具,美发工具,IVCN2026032519468,229410053480,https://detail.1688.com/offer/857881395521.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i15&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,22597842472,15.9,高价品,,刷子和梳子
四合一美容仪 红蓝光疗法 嫩肤紧致 眼部护理 清洁,四合一美容仪 红蓝光疗法 嫩肤紧致 眼部护理 清洁,5.06,https://cf.shopee.com.br/file/sg-11134201-7rdxt-m0lm5j408fqo4e,http://shopee.com.br/product/1208992205/22597849496,美容工具,面部护理工具,IVCN2026032521607,229410134129,https://detail.1688.com/offer/612769622428.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,倒算价,3月30日,22597849496,5.06,高价品,,面部瘦身按摩工具
三件套网眼拉链洗漱包/化妆包，时尚实用，旅行必备,粉色的,1.73,https://cf.shopee.com.br/file/br-11134207-7r98o-lz6wd8715um95c,http://shopee.com.br/product/990887809/23497968903,美容工具,化妆配件,IVCN2026032521609,229411144621,https://detail.1688.com/offer/773014338505.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,23497968903,1.73,高价品,,化妆包和收纳盒
三件套网眼拉链洗漱包/化妆包，时尚实用，旅行必备,罗莎·乔克,1.47,https://cf.shopee.com.br/file/br-11134207-7r98o-lz6wd871a2bld6,http://shopee.com.br/product/990887809/23497968903,美容工具,化妆配件,IVCN2026032521609,229411144622,https://detail.1688.com/offer/773014338505.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,倒算价,3月30日,23497968903,1.47,高价品,,化妆包和收纳盒
Mondial P15 电气石陶瓷直发器（双伏）,Mondial P15 电气石陶瓷直发器（双伏）,14,https://cf.shopee.com.br/file/sg-11134201-7repe-m22vzm7bvl40a1,http://shopee.com.br/product/404921754/19799546089,美容工具,美发工具,IVCN2026032521613,229411966450,https://detail.1688.com/offer/534101114961.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,3月30日,19799546089,14,高价品,,美发造型工具
套装包含：3 瓶 Depimil 热蜡 100 克 + 滚珠式蜡加热器 + 卸蜡油 + 50 条 TNT 蜡纸,完整套装 3 块蜡,19.06,https://cf.shopee.com.br/file/br-11134207-7r98o-m2brravom1yp86,http://shopee.com.br/product/1394852763/19499552889,美容工具,脱毛工具,IVCN2026032521615,229412250412,无同款,倒算价,3月30日,19499552889,19.06,高价品,,其他
轻便专业吹风机，带扩散器和便携式风嘴,110伏,40,https://cf.shopee.com.br/file/br-11134207-7r98o-m3gcs02oyml770,http://shopee.com.br/product/294789172/22892926010,美容工具,美发工具,IVCN2026032521617,229413521366,https://detail.1688.com/offer/781133439909.html?spm=a26352.b28411319.offerlist.82.bdfd1e62k7ptvV&version=0,1688三档价,3月30日,22892926010,40,高价品,,吹风机
轻便专业吹风机，带扩散器和便携式风嘴,220伏,40,https://cf.shopee.com.br/file/br-11134207-7r98o-m3gcs02p015n9a,http://shopee.com.br/product/294789172/22892926010,美容工具,美发工具,IVCN2026032521617,229413521367,https://detail.1688.com/offer/781133439909.html?spm=a26352.b28411319.offerlist.82.bdfd1e62k7ptvV&version=0,1688三档价,3月30日,22892926010,40,高价品,,吹风机
睫毛清洁套装，包含泵头、迷你风扇、清洗瓶和纳米刷,Kit-2,15.4,https://cf.shopee.com.br/file/sg-11134201-7rfex-m3l0krjxof8b0f,http://shopee.com.br/product/1315766454/19899568288,美容工具,化妆配件,IVCN2026032521620,229413614817,"https://detail.1688.com/offer/676711508836.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/601389746385.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/693761628031.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/716574288566.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/624498820589.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982",1688三档价,3月30日,19899568288,15.4,高价品,,其他的
Philco 2100W 吹风机 PSA3250,110伏,58,https://cf.shopee.com.br/file/br-11134207-7r98o-m3pgjtyak7jp90,http://shopee.com.br/product/307785200/23498083623,美容工具,美发工具,IVCN2026032521622,229413771481,https://detail.1688.com/offer/678266772861.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,3月30日,23498083623,58,高价品,,吹风机
热蜡锅加热器 A 型插头 - 双伏特电蜡锅 Wax-200,白色的,16.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m5vmoopoiugi8a,http://shopee.com.br/product/329179386/23398080702,美容工具,脱毛工具,IVCN2026032521624,229413824047,https://detail.1688.com/offer/819668677257.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,23398080702,16.5,高价品,,其他
小型双面折叠镜，钱包/口袋镜,白色，3 件,11.1,https://cf.shopee.com.br/file/sg-11134201-7rccy-m6ls299lp95m37,http://shopee.com.br/product/871489241/22698231418,美容工具,化妆配件,IVCN2026032521626,229417329748,https://detail.1688.com/offer/895575180247.html?fro,1688三档价,3月30日,22698231418,11.1,高价品,,镜子
光疗舱 光疗灯 欧米茄光 LED 7色 面部护理 皮肤再生,光疗舱 光疗灯 欧米茄光 LED 7色 面部护理 皮肤再生,78,https://cf.shopee.com.br/file/sg-11134201-824hl-mfc0pr1tjytke6,http://shopee.com.br/product/725120777/22498328320,美容工具,面部护理工具,IVCN2026032521628,229418535037,https://detail.1688.com/offer/753784577302.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,22498328320,78,高价品,,其他的
MAIMEITE 25MM 专业卷发棒，自动旋转双电压卷发棒,粉色+LED,35,https://cf.shopee.com.br/file/br-11134207-81ztc-mjw4259qqt4yb1,http://shopee.com.br/product/1497287936/22193864755,美容工具,美发工具,IVCN2026032519908,229418969804,https://detail.1688.com/offer/634029376041.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,3月30日,22193864755,35,高价品,,美发造型工具
Evas 桨式梳，柔软混合刷毛，WD-39,Evas 桨式梳，柔软混合刷毛，WD-39,5.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m7s8hgn4zus4fe,http://shopee.com.br/product/404132602/22593854321,美容工具,美发工具,IVCN2026032521630,229419181324,https://detail.1688.com/offer/986524371101.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价,3月30日,22593854321,5.5,高价品,,刷子和梳子
套装 - 100支普通刷子 + 100支微型刷子 + 100个涂抹器 + 100片凝胶垫（共200个单位），用于睫毛嫁接,套装 - 100支普通刷子 + 100支微型刷子 + 100个涂抹器 + 100片凝胶垫（共200个单位），用于睫毛嫁接,3.88,https://cf.shopee.com.br/file/sg-11134201-7repk-m8f4zqgo60n4bb,http://shopee.com.br/product/1430626556/23593893530,美容工具,化妆配件,IVCN2026032521632,229420200882,"https://detail.1688.com/offer/925842567356.html?spm=a26352.b28411319.offerlist.20.3cd41e62FzvS5V&cosite=-&tracelog=p4p&_p_isad=1&clickid=b69b8efa147f418e9fe4030b31e22b65&sessionid=dBBaM7ST34fzw6GB5tih2Znjc2SBhbsNFHf1750990043784
https://detail.1688.com/offer/698599976558.html?spm=a26352.b28411319.offerlist.71.335d1e6279loSz&cosite=-&tracelog=p4p&_p_isad=1&clickid=a3a06b3275e6490fa87ed54bdb263ccf&sessionid=79903a84d7c3e87c41491234faf15149
https://detail.1688.com/offer/641607081301.html?spm=a26352.b28411319.offerlist.1.46fa1e62uP5RlY&cosite=-&tracelog=p4p&_p_isad=1&clickid=55fe2408d95845ac86cf2019c711d525&sessionid=aa855e7dc833390616149280f98e031b
https://detail.1688.com/offer/622584925894.html?spm=a26352.b28411319.offerlist.1.22d11e62eX6hZv&cosite=-&tracelog=p4p&_p_isad=1&clickid=a4a27ec121c4497586b3b9fe7fdb91fb&sessionid=1a695affe4408108e716f559841bf5eb",倒算价,3月30日,23593893530,3.88,高价品,,化妆刷
3支装45°弯直睫毛嫁接镊子套装，带收纳盒,金的,3.57,https://cf.shopee.com.br/file/sg-11134201-7repi-m8p1qxcrrruo94,http://shopee.com.br/product/481902588/22898424215,美容工具,化妆配件,IVCN2026032521634,229420591899,https://detail.1688.com/offer/749032494294.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,22898424215,3.57,高价品,,假睫毛
一套5把双孔弧形梳齿桨状发梳，颜色随机,一套5把双孔弧形梳齿桨状发梳，颜色随机,11.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mdgdxhllibpt70,http://shopee.com.br/product/383961850/22393937588,美容工具,美发工具,IVCN2026032521636,229420820041,https://detail.1688.com/offer/946008889522.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价,3月30日,22393937588,11.5,高价品,,刷子和梳子
NAGARAKU 不锈钢直弯镊子，适用于睫毛嫁接 - 立即发货,N-07（金色）,7.38,https://cf.shopee.com.br/file/br-11134207-7r98o-m95yyxbsaywpf1,http://shopee.com.br/product/256178443/22193962936,美容工具,化妆配件,IVCN2026032525602,229421089027,https://detail.1688.com/offer/645048748947.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=c4bc1eb3e941ff8eacc692bbadf75cf0&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC91675D6EBECEA1525C641DE37067C6DC0A19183A2A35B5C2C61FA7B37AC278F97EEF6D6099BA67CE089F770C23C101B707C36412521290ED233AA4439B44888048525564CF7078A95FCACBF719C1D7F02D55DCC9014064C0B9813CC3AACBE97B02EF21FAB9848A97AC8864F997C6903F4A1D15D152465D34FBBBD03A19FA9D835FD3C437106DC4234BDF03A73934F630%26cbu_cps_trace_flag%3Dwrite,倒算价,3月30日,22193962936,7.38,高价品,,其他的
冰球面部按摩器，冰爽抗衰老，便携实用，提拉紧致，减少浮肿和黑眼圈,哑光金,4.2,https://cf.shopee.com.br/file/br-11134207-7r98o-m9pz6r3y258i03,http://shopee.com.br/product/1307024955/20998023967,美容工具,面部护理工具,IVCN2026032521638,229421727923,https://detail.1688.com/offer/656457507628.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417641526695497187e0fb3&token=n3LlgazTn7SBzFeqEbPDeH4fv39jK2olJJekY0J9%2Fr6KC5vJOeykfUqaZxE7f%2B%2Fo,1688三档价,3月30日,20998023967,4.2,高价品,,面部瘦身按摩工具
促销价 迷你缎面刘海卷发器，无需加热即可卷出舒适刘海,4 黑色,2.18,https://cf.shopee.com.br/file/br-11134207-7r98o-m9ycoomuooc92b,http://shopee.com.br/product/330071079/21499304257,美容工具,美发工具,IVCN2026032519774,229422049873,https://detail.1688.com/offer/775312984832.html?spm=a26352.b28411319.offerlist.57.5d2d1e620iaCVM,倒算价,3月30日,21499304257,2.18,高价品,,无需加热的造型工具
亚克力化妆品收纳盒 360º旋转双层化妆品收纳盒,单元,6.22,https://cf.shopee.com.br/file/br-11134207-7r98o-mao9gscm82k956,http://shopee.com.br/product/1223660575/23698571876,美容工具,化妆配件,IVCN202603303265,229423106246,https://detail.1688.com/offer/950541531134.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,倒算价,3月30日,23698571876,6.22,高价品,,化妆包和收纳盒
50支装 - 神奇美发梳 - 防毛躁 - 轻松梳理秀发 - 女性魅力,白色的,61.52,https://cf.shopee.com.br/file/br-11134207-7r98o-mdnb7682st7586,http://shopee.com.br/product/1054685315/20597672222,美容工具,美发工具,IVCN2026032518764,229423609465,https://detail.1688.com/offer/681245589480.html?spm=a26352.b28411319.offerlist.52.43851e62BZt0mN&cosite=-&tracelog=p4p&_p_isad=1&clickid=ad84ca4f6a9f4555a47222ea859691e7&sessionid=74db7feaf48cc974a9c5236af15e5dc0,倒算价,3月30日,20597672222,61.52,高价品,,刷子和梳子
